site,county,District,name,view
房仲網,嘉義縣,番路鄉,嘉義縣番路鄉,4270
房仲網,嘉義縣,鹿草鄉,嘉義縣鹿草鄉,1568
房仲網,嘉義縣,梅山鄉,嘉義縣梅山鄉,2080
房仲網,嘉義縣,東石鄉,嘉義縣東石鄉,547
房仲網,嘉義縣,竹崎鄉,嘉義縣竹崎鄉,6325
房仲網,嘉義縣,朴子市,嘉義縣朴子市,9603
房仲網,嘉義縣,民雄鄉,嘉義縣民雄鄉,18216
房仲網,嘉義縣,布袋鎮,嘉義縣布袋鎮,2395
房仲網,嘉義縣,水上鄉,嘉義縣水上鄉,11492
房仲網,嘉義縣,太保市,嘉義縣太保市,13676
房仲網,嘉義縣,六腳鄉,嘉義縣六腳鄉,1781
房仲網,嘉義縣,中埔鄉,嘉義縣中埔鄉,8388
房仲網,嘉義縣,大埔鄉,嘉義縣大埔鄉,345
房仲網,嘉義縣,大林鎮,嘉義縣大林鎮,8113
房仲網,嘉義市,東區,嘉義市東區,58107
房仲網,嘉義市,西區,嘉義市西區,54777
房仲網,新竹縣,寶山鄉,新竹縣寶山鄉,19688
房仲網,新竹縣,關西鎮,新竹縣關西鎮,7724
房仲網,新竹縣,橫山鄉,新竹縣橫山鄉,5941
房仲網,新竹縣,新豐鄉,新竹縣新豐鄉,30454
房仲網,新竹縣,新埔鎮,新竹縣新埔鎮,23604
房仲網,新竹縣,湖口鄉,新竹縣湖口鄉,41910
房仲網,新竹縣,峨眉鄉,新竹縣峨眉鄉,2335
房仲網,新竹縣,芎林鄉,新竹縣芎林鄉,19193
房仲網,新竹縣,竹東鎮,新竹縣竹東鎮,87820
房仲網,新竹縣,竹北市,新竹縣竹北市,412666
房仲網,新竹縣,尖石鄉,新竹縣尖石鄉,400
房仲網,新竹縣,北埔鄉,新竹縣北埔鄉,6389
房仲網,新竹縣,五峰鄉,新竹縣五峰鄉,710
房仲網,新竹市,新竹市,新竹市新竹市,2
房仲網,新竹市,香山區,新竹市香山區,61273
房仲網,新竹市,東區,新竹市東區,367716
房仲網,新竹市,北區,新竹市北區,183251
房仲網,新北市,鶯歌區,新北市鶯歌區,80657
房仲網,新北市,蘆洲區,新北市蘆洲區,165588
房仲網,新北市,雙溪區,新北市雙溪區,2671
房仲網,新北市,樹林區,新北市樹林區,140454
房仲網,新北市,萬里區,新北市萬里區,4902
房仲網,新北市,瑞芳區,新北市瑞芳區,10308
房仲網,新北市,新莊區,新北市新莊區,608858
房仲網,新北市,新店區,新北市新店區,568888
房仲網,新北市,深坑區,新北市深坑區,27069
房仲網,新北市,淡水區,新北市淡水區,592577
房仲網,新北市,貢寮區,新北市貢寮區,1811
房仲網,新北市,烏來區,新北市烏來區,115
房仲網,新北市,泰山區,新北市泰山區,16141
房仲網,新北市,金山區,新北市金山區,9033
房仲網,新北市,林口區,新北市林口區,422507
房仲網,新北市,板橋區,新北市板橋區,1071673
房仲網,新北市,坪林區,新北市坪林區,1108
房仲網,新北市,汐止區,新北市汐止區,229741
房仲網,新北市,石碇區,新北市石碇區,187
房仲網,新北市,石門區,新北市石門區,2330
房仲網,新北市,永和區,新北市永和區,395580
房仲網,新北市,平溪區,新北市平溪區,213
房仲網,新北市,五股區,新北市五股區,36170
房仲網,新北市,中和區,新北市中和區,702688
房仲網,新北市,土城區,新北市土城區,333175
房仲網,新北市,三峽區,新北市三峽區,90533
房仲網,新北市,三重區,新北市三重區,477409
房仲網,新北市,三芝區,新北市三芝區,51943
房仲網,新北市,八里區,新北市八里區,41707
房仲網,雲林縣,褒忠鄉,雲林縣褒忠鄉,489
房仲網,雲林縣,臺西鄉,雲林縣臺西鄉,1947
房仲網,雲林縣,莿桐鄉,雲林縣莿桐鄉,2723
房仲網,雲林縣,麥寮鄉,雲林縣麥寮鄉,2398
房仲網,雲林縣,崙背鄉,雲林縣崙背鄉,2255
房仲網,雲林縣,虎尾鎮,雲林縣虎尾鎮,57630
房仲網,雲林縣,林內鄉,雲林縣林內鄉,2221
房仲網,雲林縣,東勢鄉,雲林縣東勢鄉,1842
房仲網,雲林縣,西螺鎮,雲林縣西螺鎮,3515
房仲網,雲林縣,四湖鄉,雲林縣四湖鄉,1879
房仲網,雲林縣,古坑鄉,雲林縣古坑鄉,5584
房仲網,雲林縣,北港鎮,雲林縣北港鎮,5360
房仲網,雲林縣,水林鄉,雲林縣水林鄉,1711
房仲網,雲林縣,斗南鎮,雲林縣斗南鎮,13613
房仲網,雲林縣,斗六市,雲林縣斗六市,54135
房仲網,雲林縣,元長鄉,雲林縣元長鄉,3227
房仲網,雲林縣,大埤鄉,雲林縣大埤鄉,2703
房仲網,雲林縣,土庫鎮,雲林縣土庫鎮,10379
房仲網,雲林縣,口湖鄉,雲林縣口湖鄉,627
房仲網,雲林縣,二崙鄉,雲林縣二崙鄉,844
房仲網,基隆市,暖暖區,基隆市暖暖區,21026
房仲網,基隆市,信義區,基隆市信義區,33858
房仲網,基隆市,安樂區,基隆市安樂區,37025
房仲網,基隆市,仁愛區,基隆市仁愛區,10835
房仲網,基隆市,中正區,基隆市中正區,25521
房仲網,基隆市,中山區,基隆市中山區,6892
房仲網,基隆市,七堵區,基隆市七堵區,49961
房仲網,高雄市,鹽埕區,高雄市鹽埕區,29136
房仲網,高雄市,彌陀區,高雄市彌陀區,3353
房仲網,高雄市,燕巢區,高雄市燕巢區,15896
房仲網,高雄市,橋頭區,高雄市橋頭區,58059
房仲網,高雄市,鳳山區,高雄市鳳山區,397718
房仲網,高雄市,旗津區,高雄市旗津區,2798
房仲網,高雄市,旗山區,高雄市旗山區,18815
房仲網,高雄市,鼓山區,高雄市鼓山區,356321
房仲網,高雄市,路竹區,高雄市路竹區,13038
房仲網,高雄市,楠梓區,高雄市楠梓區,330037
房仲網,高雄市,新興區,高雄市新興區,78592
房仲網,高雄市,湖內區,高雄市湖內區,12643
房仲網,高雄市,鳥松區,高雄市鳥松區,67376
房仲網,高雄市,梓官區,高雄市梓官區,14168
房仲網,高雄市,茄萣區,高雄市茄萣區,4457
房仲網,高雄市,苓雅區,高雄市苓雅區,266452
房仲網,高雄市,美濃區,高雄市美濃區,26242
房仲網,高雄市,前鎮區,高雄市前鎮區,189526
房仲網,高雄市,前金區,高雄市前金區,73949
房仲網,高雄市,阿蓮區,高雄市阿蓮區,3541
房仲網,高雄市,林園區,高雄市林園區,15604
房仲網,高雄市,岡山區,高雄市岡山區,99212
房仲網,高雄市,那瑪夏區,高雄市那瑪夏區,27
房仲網,高雄市,杉林區,高雄市杉林區,5440
房仲網,高雄市,甲仙區,高雄市甲仙區,635
房仲網,高雄市,田寮區,高雄市田寮區,1368
房仲網,高雄市,永安區,高雄市永安區,3678
房仲網,高雄市,左營區,高雄市左營區,341616
房仲網,高雄市,六龜區,高雄市六龜區,5477
房仲網,高雄市,內門區,高雄市內門區,5551
房仲網,高雄市,仁武區,高雄市仁武區,119745
房仲網,高雄市,小港區,高雄市小港區,92996
房仲網,高雄市,大樹區,高雄市大樹區,19547
房仲網,高雄市,大寮區,高雄市大寮區,72191
房仲網,高雄市,大社區,高雄市大社區,28468
房仲網,高雄市,三民區,高雄市三民區,434045
房仲網,桃園市,觀音區,桃園市觀音區,17442
房仲網,桃園市,蘆竹區,桃園市蘆竹區,103966
房仲網,桃園市,龜山區,桃園市龜山區,144719
房仲網,桃園市,龍潭區,桃園市龍潭區,46955
房仲網,桃園市,楊梅區,桃園市楊梅區,73225
房仲網,桃園市,新屋區,桃園市新屋區,7376
房仲網,桃園市,復興區,桃園市復興區,873
房仲網,桃園市,桃園區,桃園市桃園區,415403
房仲網,桃園市,平鎮區,桃園市平鎮區,61193
房仲網,桃園市,中壢區,桃園市中壢區,207418
房仲網,桃園市,大溪區,桃園市大溪區,30204
房仲網,桃園市,大園區,桃園市大園區,44081
房仲網,桃園市,八德區,桃園市八德區,129764
房仲網,苗栗縣,頭屋鄉,苗栗縣頭屋鄉,902
房仲網,苗栗縣,頭份市,苗栗縣頭份市,32734
房仲網,苗栗縣,銅鑼鄉,苗栗縣銅鑼鄉,2375
房仲網,苗栗縣,獅潭鄉,苗栗縣獅潭鄉,1137
房仲網,苗栗縣,造橋鄉,苗栗縣造橋鄉,5435
房仲網,苗栗縣,通霄鎮,苗栗縣通霄鎮,3518
房仲網,苗栗縣,泰安鄉,苗栗縣泰安鄉,591
房仲網,苗栗縣,苗栗市,苗栗縣苗栗市,25254
房仲網,苗栗縣,苑裡鎮,苗栗縣苑裡鎮,7419
房仲網,苗栗縣,後龍鎮,苗栗縣後龍鎮,5207
房仲網,苗栗縣,南庄鄉,苗栗縣南庄鄉,3784
房仲網,苗栗縣,卓蘭鎮,苗栗縣卓蘭鎮,3252
房仲網,苗栗縣,西湖鄉,苗栗縣西湖鄉,901
房仲網,苗栗縣,竹南鎮,苗栗縣竹南鎮,31922
房仲網,苗栗縣,公館鄉,苗栗縣公館鄉,9153
房仲網,苗栗縣,大湖鄉,苗栗縣大湖鄉,2894
房仲網,苗栗縣,三灣鄉,苗栗縣三灣鄉,1534
房仲網,苗栗縣,三義鄉,苗栗縣三義鄉,2098
房仲網,屏東縣,鹽埔鄉,屏東縣鹽埔鄉,5455
房仲網,屏東縣,麟洛鄉,屏東縣麟洛鄉,7890
房仲網,屏東縣,潮州鎮,屏東縣潮州鎮,25600
房仲網,屏東縣,滿州鄉,屏東縣滿州鄉,1340
房仲網,屏東縣,萬巒鄉,屏東縣萬巒鄉,6875
房仲網,屏東縣,萬丹鄉,屏東縣萬丹鄉,14294
房仲網,屏東縣,獅子鄉,屏東縣獅子鄉,62
房仲網,屏東縣,新園鄉,屏東縣新園鄉,7051
房仲網,屏東縣,新埤鄉,屏東縣新埤鄉,2228
房仲網,屏東縣,高樹鄉,屏東縣高樹鄉,10890
房仲網,屏東縣,琉球鄉,屏東縣琉球鄉,3377
房仲網,屏東縣,泰武鄉,屏東縣泰武鄉,557
房仲網,屏東縣,崁頂鄉,屏東縣崁頂鄉,3062
房仲網,屏東縣,春日鄉,屏東縣春日鄉,162
房仲網,屏東縣,恆春鎮,屏東縣恆春鎮,24070
房仲網,屏東縣,屏東市,屏東縣屏東市,182606
房仲網,屏東縣,南州鄉,屏東縣南州鄉,1596
房仲網,屏東縣,長治鄉,屏東縣長治鄉,17316
房仲網,屏東縣,林邊鄉,屏東縣林邊鄉,2286
房仲網,屏東縣,枋寮鄉,屏東縣枋寮鄉,7945
房仲網,屏東縣,枋山鄉,屏東縣枋山鄉,413
房仲網,屏東縣,東港鎮,屏東縣東港鎮,12113
房仲網,屏東縣,佳冬鄉,屏東縣佳冬鄉,3634
房仲網,屏東縣,里港鄉,屏東縣里港鄉,5844
房仲網,屏東縣,車城鄉,屏東縣車城鄉,1649
房仲網,屏東縣,牡丹鄉,屏東縣牡丹鄉,112
房仲網,屏東縣,竹田鄉,屏東縣竹田鄉,7539
房仲網,屏東縣,內埔鄉,屏東縣內埔鄉,33077
房仲網,屏東縣,三地門鄉,屏東縣三地門鄉,801
房仲網,屏東縣,九如鄉,屏東縣九如鄉,12100
房仲網,南投縣,集集鎮,南投縣集集鎮,4103
房仲網,南投縣,鹿谷鄉,南投縣鹿谷鄉,4504
房仲網,南投縣,魚池鄉,南投縣魚池鄉,4875
房仲網,南投縣,國姓鄉,南投縣國姓鄉,6709
房仲網,南投縣,草屯鎮,南投縣草屯鎮,101152
房仲網,南投縣,埔里鎮,南投縣埔里鎮,45016
房仲網,南投縣,南投市,南投縣南投市,78689
房仲網,南投縣,信義鄉,南投縣信義鄉,125
房仲網,南投縣,竹山鎮,南投縣竹山鎮,13390
房仲網,南投縣,名間鄉,南投縣名間鄉,10477
房仲網,南投縣,水里鄉,南投縣水里鄉,3345
房仲網,南投縣,仁愛鄉,南投縣仁愛鄉,1304
房仲網,南投縣,中寮鄉,南投縣中寮鄉,9509
房仲網,金門縣,烈嶼鄉,金門縣烈嶼鄉,70
房仲網,金門縣,金寧鄉,金門縣金寧鄉,2875
房仲網,金門縣,金湖鎮,金門縣金湖鎮,1687
房仲網,金門縣,金城鎮,金門縣金城鎮,2546
房仲網,金門縣,金沙鎮,金門縣金沙鎮,1181
房仲網,花蓮縣,豐濱鄉,花蓮縣豐濱鄉,1526
房仲網,花蓮縣,鳳林鎮,花蓮縣鳳林鎮,7451
房仲網,花蓮縣,壽豐鄉,花蓮縣壽豐鄉,20478
房仲網,花蓮縣,萬榮鄉,花蓮縣萬榮鄉,1156
房仲網,花蓮縣,瑞穗鄉,花蓮縣瑞穗鄉,4508
房仲網,花蓮縣,新城鄉,花蓮縣新城鄉,13766
房仲網,花蓮縣,富里鄉,花蓮縣富里鄉,1422
房仲網,花蓮縣,花蓮市,花蓮縣花蓮市,122921
房仲網,花蓮縣,卓溪鄉,花蓮縣卓溪鄉,39
房仲網,花蓮縣,秀林鄉,花蓮縣秀林鄉,7674
房仲網,花蓮縣,吉安鄉,花蓮縣吉安鄉,66260
房仲網,花蓮縣,光復鄉,花蓮縣光復鄉,8612
房仲網,花蓮縣,玉里鎮,花蓮縣玉里鎮,5536
房仲網,宜蘭縣,蘇澳鎮,宜蘭縣蘇澳鎮,24581
房仲網,宜蘭縣,羅東鎮,宜蘭縣羅東鎮,94246
房仲網,宜蘭縣,礁溪鄉,宜蘭縣礁溪鄉,90227
房仲網,宜蘭縣,頭城鎮,宜蘭縣頭城鎮,29265
房仲網,宜蘭縣,員山鄉,宜蘭縣員山鄉,43474
房仲網,宜蘭縣,南澳鄉,宜蘭縣南澳鄉,3013
房仲網,宜蘭縣,宜蘭市,宜蘭縣宜蘭市,190084
房仲網,宜蘭縣,壯圍鄉,宜蘭縣壯圍鄉,32831
房仲網,宜蘭縣,冬山鄉,宜蘭縣冬山鄉,51070
房仲網,宜蘭縣,五結鄉,宜蘭縣五結鄉,63023
房仲網,宜蘭縣,大同鄉,宜蘭縣大同鄉,924
房仲網,宜蘭縣,三星鄉,宜蘭縣三星鄉,33145
